kaupunginosa,huoneisto,talotyyppi,neliot,velaton_hinta,neliohinta,rakennusvuosi,kerros,hissi,kunto,tontti,energialuokka,apartment_type,postcode
Vuores,3h+kt+kph/wc+s+...,rt,"63,00",220000,3492,2017,1/1,ei,,vuokra,C2013,Kolmiot,33870
Vuores,3h+k+s,kt,"67,50",211500,3133,2014,2/2,ei,hyvä,vuokra,C2018,Kolmiot,33870
Vuores,3h+kt+s+p,kt,"69,50",198900,2862,2013,3/5,on,hyvä,vuokra,C2018,Kolmiot,33870
Vuores,"3h,k,s,kph,eril...",rt,"90,00",358000,3978,2016,1/1,ei,hyvä,vuokra,C2013,Kolmiot,33870
Vuores,"4-5h, kt, 2 x k...",rt,"110,50",395000,3575,2023,-1/3,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,33870
Annisto,"Oh, k, 3 mh, kh...",rt,"105,00",400000,3810,2022,1/1,ei,hyvä,oma,A2018,Neljä huonetta tai enemmän,33870
Annisto,"Oh, k, 3 mh, kh...",rt,"105,00",400000,3810,2022,1/1,ei,hyvä,oma,A2018,Neljä huonetta tai enemmän,33870
Vuores,4h+k+s,rt,"103,00",469000,4553,2016,1/1,ei,hyvä,vuokra,C2013,Neljä huonetta tai enemmän,33870
Vuores,4h + k + kph/s ...,rt,"96,00",315000,3281,2019,1/2,ei,,vuokra,B2018,Neljä huonetta tai enemmän,33870
Vuores,4h+k+kph/s/wc+2...,kt,"118,50",443000,3738,2020,6/6,on,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,33870
"Vuores, mäyränmäki",4h+k+kph/khh+s+...,rt,"86,50",288062,3330,2013,1/1,ei,hyvä,vuokra,B2013,Neljä huonetta tai enemmän,33870
Vuores,"5h, k, 2kph, kh...",rt,"113,00",364000,3221,2015,-1/2,ei,hyvä,vuokra,C2013,Neljä huonetta tai enemmän,33870
Vuores,"4h, k, khh, kph...",rt,"95,00",320000,3368,2016,1/1,ei,hyvä,vuokra,C2013,Neljä huonetta tai enemmän,33870
,5h+avok+wc+khh/...,ok,"114,20",452000,3958,2022,2/2,ei,hyvä,vuokra,A2018,Neljä huonetta tai enemmän,33870
,"5h, k,ph,s,kph,...",ok,"123,00",380000,3089,2018,1/2,ei,hyvä,vuokra,A2018,Neljä huonetta tai enemmän,33870
Sääksjärvi,2h + kk + kph/s...,kt,"44,00",83000,1886,1989,2/3,ei,hyvä,oma,D2018,Kaksiot,33880
Sääksjärvi,"2h, k, kph, par...",kt,"57,50",77000,1339,1971,2/3,ei,hyvä,oma,D2007,Kaksiot,33880
Sääksjärvi,2h+kk+kh+s+lasi...,kt,"53,50",120000,2243,2007,1/4,on,hyvä,oma,D2018,Kaksiot,33880
Sääksjärvi,"2h, k, kph, vh",kt,"48,00",69000,1438,1971,1/3,ei,,oma,D2018,Kaksiot,33880
Sääksjärvi,"2h, kk, kph/wc,...",kt,"44,00",82000,1864,1989,2/3,ei,hyvä,oma,D2018,Kaksiot,33880
Paunu,"3h,k,kph,s,wc,vh",rt,"83,00",163000,1964,1977,1/1,ei,hyvä,oma,D2007,Kolmiot,33880
Sääksjärvi,3h + k + s,rt,"79,00",178000,2253,1990,,ei,hyvä,oma,E2018,Kolmiot,33880
,"3 h, k, th, wc,...",ok,"109,00",123000,1128,1980,1/1,ei,tyyd.,oma,D2018,Kolmiot,33880
Sääksjärvi,"4h, k, wc, kph, s",ok,"86,00",203000,2360,1993,1/1,ei,hyvä,vuokra,E2013,Neljä huonetta tai enemmän,33880
Sääksjärvi,Oh+3-4mh+k+takk...,ok,"137,00",215000,1569,1987,,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,33880
Sääksjärvi,"alakerta: 2h, k...",ok,"70,00",232500,3321,1924,2/2,ei,huono,oma,,Neljä huonetta tai enemmän,33880
Sipilä,4h+k+s,rt,"86,30",225000,2607,2005,1/1,ei,hyvä,oma,D2013,Neljä huonetta tai enemmän,33880
Sipilä,4h+k+s,rt,"86,50",225000,2601,2005,1/1,ei,hyvä,oma,D2013,Neljä huonetta tai enemmän,33880
Härmälänranta,1H+KT,kt,"30,00",140000,4667,2019,5/12,on,hyvä,oma,A2018,Yksiöt,33900
Härmälä,"1h,k,kph",kt,"39,00",69000,1769,1937,2/2,ei,,vuokra,D2018,Yksiöt,33900
Rantaperkiö,"1h, kk, kph/wc",kt,"23,00",74900,3257,1945,1/3,ei,tyyd.,oma,D2018,Yksiöt,33900
Härmälänranta,1h + kt + vh + alk,kt,"36,50",161900,4436,2017,6/6,on,hyvä,,C2013,Yksiöt,33900
Härmälänranta,"1h, kt, alk.",kt,"36,50",155000,4247,2017,6/6,on,hyvä,vuokra,C2013,Yksiöt,33900
Härmälä,"1h,kt,p",kt,"41,00",164000,4000,2015,1/5,on,hyvä,,C2018,Yksiöt,33900
Härmälänranta,1h+kt+alk,kt,"36,50",154400,4230,2018,3/6,on,hyvä,,C2013,Yksiöt,33900
Härmälä,"1h, k",kt,"41,50",76000,1831,1936,2/2,ei,hyvä,vuokra,F2013,Yksiöt,33900
Härmälänranta,tupak+1h+s,kt,"44,00",180000,4091,2015,3/5,on,,oma,B2018,Yksiöt,33900
Härmälä,"1h, kk",kt,"28,00",76500,2732,1969,2/3,ei,hyvä,vuokra,F2013,Yksiöt,33900
Härmälänranta,"2h,kt,vh, lasit...",kt,"47,00",187000,3979,2018,4/8,on,hyvä,oma,C2013,Kaksiot,33900
Härmälänranta,2h+k+s,kt,"48,50",168900,3482,2017,1/5,on,hyvä,,C2013,Kaksiot,33900
Härmälänranta,"2h, avok., kph,...",kt,"46,50",197000,4237,2018,5/5,on,hyvä,oma,C2013,Kaksiot,33900
Ranteperkiö,2h+k+kph+p+vh,kt,"57,00",121000,2123,1971,2/3,ei,tyyd.,vuokra,D2018,Kaksiot,33900
Rantaperkiö,"2h, kk, kph, p",kt,"48,00",136000,2833,1960,1/6,on,hyvä,vuokra,F2013,Kaksiot,33900
Hatanpää,2h+k+s,kt,"59,50",175000,2941,2000,2/6,on,hyvä,vuokra,F2013,Kaksiot,33900
Hatanpää,2h+kt+s+kph+par...,kt,"42,00",145000,3452,1997,5/5,on,hyvä,vuokra,D2007,Kaksiot,33900
Hatanpää,"2h, kt, kph/wc,...",kt,"46,00",169000,3674,2002,4/4,on,,vuokra,,Kaksiot,33900
Hatanpää,"2h, avok, kph, ...",kt,"39,50",175000,4430,2019,3/7,on,hyvä,vuokra,C2013,Kaksiot,33900
Härmälä,2h+kt+ph+lasite...,kt,"41,00",177000,4317,2021,2/4,on,hyvä,vuokra,B2018,Kaksiot,33900
Hatanpää,"2h,kk,s,kph, pa...",kt,"45,00",169000,3756,2002,5/5,on,,oma,,Kaksiot,33900
Rantaperkiö,"2h,kk,kph/wc,vh...",kt,"43,00",108000,2512,1971,3/3,ei,,vuokra,D2018,Kaksiot,33900
Hatanpää,"2h, k, s, kph/w...",kt,"60,50",215000,3554,2000,1/5,on,hyvä,vuokra,F2013,Kaksiot,33900
Härmälänranta,2h+kt+s,kt,"46,50",191000,4108,2018,1/6,on,hyvä,,C2013,Kaksiot,33900
Rantaperkiö,"2h,k,kph,p",kt,"48,00",115000,2396,1970,1/3,ei,,vuokra,,Kaksiot,33900
Härmälänranta,2h+kt+s,kt,"46,50",210000,4516,2018,4/6,on,hyvä,,C2013,Kaksiot,33900
Hatanpää,"2h, kph, las.p",kt,"37,00",172000,4649,2020,5/7,on,,vuokra,C2018,Kaksiot,33900
Härmälänranta,2h+kt+parveke,kt,"42,50",160000,3765,2021,1/12,on,hyvä,oma,A2018,Kaksiot,33900
Härmälänranta,2H+kt+s+lasit. ...,kt,"51,50",245000,4757,2019,12/12,on,hyvä,oma,,Kaksiot,33900
Härmälänranta,"2h,k,kph/wc,s,p...",kt,"56,00",190000,3393,2011,4/5,on,,oma,D2013,Kaksiot,33900
Härmälä,"2h, avok, kph, ...",kt,"41,50",164000,3952,2019,4/4,on,hyvä,vuokra,B2018,Kaksiot,33900
Hatanpää,TILAVA KOLMIO S...,kt,"79,50",225000,2830,2000,2/5,on,hyvä,vuokra,F2013,Kolmiot,33900
Härmälä,3h+k+s+lasitett...,kt,"64,00",245000,3828,2021,3/4,on,hyvä,vuokra,B2018,Kolmiot,33900
Härmälänranta,"2 mh, oh, k, kp...",kt,"82,00",265000,3232,2011,2/5,on,hyvä,,D2013,Kolmiot,33900
Hatanpää,"3h, kk, kph, s,...",kt,"59,00",227000,3847,2002,4/6,on,,oma,C2018,Kolmiot,33900
Hatanpää,"2-3h, k, kph, w...",kt,"86,50",237000,2740,2000,2/5,on,hyvä,vuokra,F2013,Kolmiot,33900
Härmälä,"3h, k, kph, s, ...",kt,"65,00",232500,3577,2012,5/5,on,,oma,D2013,Kolmiot,33900
Härmälä,"3h, k, kph/wc, ...",kt,"63,50",111500,1756,1969,1/3,ei,tyyd.,vuokra,F2013,Kolmiot,33900
Härmälänranta,3h+k+kph/s+vh,kt,"60,00",210000,3500,2017,2/8,on,hyvä,,C2013,Kolmiot,33900
Hatanpää,"3h, k, työ...",kt,"71,00",242000,3408,1999,3/4,on,hyvä,oma,E2018,Kolmiot,33900
Härmälänranta,3h+kt+r+kht+s,kt,"97,00",425000,4381,2015,1/5,on,hyvä,,C2018,Kolmiot,33900
Härmälänranta,"3h, k, s/kph/wc...",kt,"81,50",277000,3399,2011,3/5,on,hyvä,,D2013,Kolmiot,33900
Härmälänranta,3h + kt + s,kt,"63,00",261000,4143,2021,4/7,on,,oma,A2018,Kolmiot,33900
Härmälänranta,"3h,k,kph,s,vh,l...",kt,"65,00",269000,4138,2017,4/6,on,hyvä,,C2013,Kolmiot,33900
Härmälänranta,"2-3h, k, vh, kp...",kt,"79,50",428000,5384,2015,5/5,on,hyvä,,C2018,Kolmiot,33900
Härmälänranta,3h+k+s,kt,"66,50",227500,3421,2017,4/5,on,hyvä,,C2013,Kolmiot,33900
Härmälä,3h+k+kph+s+lasi...,kt,"69,00",270000,3913,2020,1/2,ei,hyvä,vuokra,B2018,Kolmiot,33900
Härmälä,"3h, k, kph/wc, p",kt,"67,50",118000,1748,1967,1/3,ei,tyyd.,vuokra,D2018,Kolmiot,33900
Härmälä,"3 (4)h, k, ph+ s",kt,"87,00",185000,2126,1937,1/2,ei,hyvä,vuokra,F2018,Kolmiot,33900
Rantaperkiö,"3h,k,kph,s,vh,w...",kt,"75,50",250000,3311,2006,3/4,on,hyvä,vuokra,F2013,Kolmiot,33900
Härmälä,"3mh, oh, k, wc,...",ok,"128,00",210000,1641,1929,1/3,ei,tyyd.,vuokra,E2018,Neljä huonetta tai enemmän,33900
Härmälä,"4 h, k, ph/wc +...",ok,"93,00",96000,1032,1937,2/2,ei,huono,vuokra,,Neljä huonetta tai enemmän,33900
Hatanpää,"4h, k, kph, s, ...",kt,"99,50",325000,3266,2000,2/4,on,hyvä,vuokra,F2013,Neljä huonetta tai enemmän,33900
Härmälä,5h+k+kph/s+2 wc...,rt,"125,00",405000,3240,2020,1/2,ei,,vuokra,B2018,Neljä huonetta tai enemmän,33900
Rantaperkiö,"4h, k, aula, er...",rt,"100,00",315000,3150,2006,1/2,ei,hyvä,vuokra,C2018,Neljä huonetta tai enemmän,33900
Hatanpää,"4h, k, er. wc, ...",kt,"91,00",295000,3242,1997,2/4,on,hyvä,vuokra,F2013,Neljä huonetta tai enemmän,33900
Härmälä,4h+k+takkah.+te...,ok,"110,00",265000,2409,1948,1/3,ei,hyvä,vuokra,D2018,Neljä huonetta tai enemmän,33900
Härmälänranta,"4h, k, kph/saun...",kt,"100,50",502000,4995,2012,4/6,on,hyvä,oma,B2018,Neljä huonetta tai enemmän,33900
Härmälä,"4h, k, kph, s, ...",ok,"120,00",170000,1417,1929,,ei,tyyd.,vuokra,F2018,Neljä huonetta tai enemmän,33900
Rantaperkiö,4h+k+th/vh+2xvh...,rt,"86,00",200000,2326,1957,3/3,ei,tyyd.,vuokra,,Neljä huonetta tai enemmän,33900
Härmälä,"4h, k, veranta,...",ok,"90,00",275000,3056,1948,1/2,ei,hyvä,vuokra,E2018,Neljä huonetta tai enemmän,33900
Härmälä,4h+kt+kph+wc+pa...,rt,"90,00",335000,3722,2020,1/2,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,33900
Toivio,"4 h,k,kphx2,s,k...",ok,"128,00",350000,2734,1993,-1/3,ei,hyvä,oma,,Neljä huonetta tai enemmän,33920
Toivio,5h+k+kph/s+khh+...,ok,"144,00",400000,2778,2005,,ei,,vuokra,C2018,Neljä huonetta tai enemmän,33920
Toivio,5h+k+kph/s+2WC+...,ok,"152,00",576000,3789,2011,,ei,,oma,B2018,Neljä huonetta tai enemmän,33920
Killo,2h+kt+kph+et+vh...,kt,"50,00",160000,3200,2013,2/5,on,hyvä,oma,B2018,Kaksiot,33950
Pere,2H+KT+S+PARVEKE...,kt,"40,00",215000,5375,2024,5/7,on,hyvä,oma,B2018,Kaksiot,33950
Loukonlahti,2h+k+parv.,kt,"62,50",120500,1928,1969,2/3,ei,hyvä,oma,E2013,Kaksiot,33950
Pere,2h+kt+s,rt,"41,00",212667,5187,2024,1/1,ei,hyvä,,B2018,Kaksiot,33950
Pere,"2h,k,kph,s,wc,l...",kt,"58,50",199900,3417,2011,2/5,on,hyvä,oma,B2007,Kaksiot,33950
Nuoliala,"3h, k, s, kph, ...",rt,"75,00",182000,2427,1974,1/1,ei,hyvä,oma,D2018,Kolmiot,33950
Loukonlahti,3h+k+khh+kph+s+...,rt,"84,00",193000,2298,1983,1/1,ei,,oma,D2018,Kolmiot,33950
Pere,"3h,k,kph/wc,s,e...",rt,"78,00",323000,4141,2018,1/2,ei,hyvä,,C2013,Kolmiot,33950
Pere,3h+k+s,rt,"78,00",323000,4141,2016,2/2,ei,hyvä,oma,C2013,Kolmiot,33950
Loukonlahti,3h+k+kph/s+wc+v...,rt,"80,00",235000,2938,1984,1/1,ei,,oma,E2013,Kolmiot,33950
,"3h, k, rt, kph,...",ok,"150,00",450000,3000,1996,-1/2,ei,hyvä,oma,,Kolmiot,33950
Killo,"5h, k, s, khh, ...",ok,"137,00",460000,3358,2006,,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,33950
Pere,"4 h, k, kph, s,...",rt,"92,00",357000,3880,2018,1/1,ei,hyvä,,C2013,Neljä huonetta tai enemmän,33950
Pere,4h+kt+s,rt,"79,00",418938,5303,2024,1/2,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,33950
Pere,4h+k+s,rt,"92,00",370000,4022,2017,2/2,ei,hyvä,oma,C2013,Neljä huonetta tai enemmän,33950
Killo,"6 h, k, 2 x wc,...",ok,"123,00",348500,2833,1953,-1/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,33950
Pikku-venetsia,4h+k+s,kt,"104,00",415000,3990,2011,1/5,on,,oma,C2018,Neljä huonetta tai enemmän,33950
Killo,4h+k+kph/s+3xwc...,ok,"147,00",320000,2177,1951,,ei,,oma,,Neljä huonetta tai enemmän,33950
Pere,4h+k+kph/s+2wc+...,kt,"104,00",405000,3894,2011,1/5,on,,oma,C2018,Neljä huonetta tai enemmän,33950
Loukonlahti,"4h, tupak, s, p...",rt,"81,50",216000,2650,1973,1/1,ei,hyvä,oma,E2013,Neljä huonetta tai enemmän,33950
,5h+rt+k+s+tkh+k...,ok,"224,00",1100000,4911,1996,-1/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,33950
,"3-4 mh, oh, 2vh...",ok,"127,00",376000,2961,1995,1/1,ei,hyvä,vuokra,,Neljä huonetta tai enemmän,33950
Solja,piha,kt,"12,50",5000,400,2024,,on,hyvä,vuokra,B2018,Yksiöt,33960
Keskusta,"1h, kt, alk, la...",kt,"31,50",165638,5258,2023,16/16,on,hyvä,oma,B2018,Yksiöt,33960
Suuppa,1h+kk+kph+vh,kt,"31,00",55000,1774,1979,1/4,ei,,oma,F2013,Yksiöt,33960
Kurikka,2h+avok+kph/s+l...,kt,"42,00",139000,3310,2012,4/5,on,,,D2013,Kaksiot,33960
Suuppa,2h+kt+et+kph+la...,rt,"44,00",166000,3773,2018,1/2,ei,hyvä,vuokra,C2013,Kaksiot,33960
Vähäjärvi,"2h, k, kph/wc, ...",kt,"54,50",126000,2312,1978,1/2,ei,hyvä,oma,C2018,Kaksiot,33960
Vähäjärvi,"2h, k, kph, las...",kt,"57,00",145000,2544,1976,1/2,ei,hyvä,oma,G2013,Kaksiot,33960
Kurikka,2h+tk+s+p,kt,"41,50",124000,2988,2012,2/5,on,tyyd.,,D2013,Kaksiot,33960
Solja,"2h, kt, kph/s, ...",kt,"54,00",254500,4713,2024,-1/5,on,hyvä,vuokra,B2018,Kaksiot,33960
Suuppa,"2h, kk, s",kt,"43,00",119000,2767,2005,4/5,on,hyvä,oma,D2018,Kaksiot,33960
Suuppa,"2h,k,kph,vh,las...",kt,"60,00",114724,1912,1974,3/3,ei,,oma,D2018,Kaksiot,33960
Suuppa,2h+k+kph,kt,"60,00",123000,2050,1974,1/3,ei,,oma,D2018,Kaksiot,33960
Solja,"2h, kt, kph, vh...",kt,"40,50",166000,4099,2023,4/5,on,hyvä,vuokra,B2018,Kaksiot,33960
Solja,"2h,k,kph,s,vh,l...",kt,"56,00",195000,3482,2021,2/4,on,hyvä,vuokra,B2018,Kaksiot,33960
Kurikka,"2h, k, takkah.,...",rt,"90,00",228000,2533,2005,-1/2,ei,hyvä,oma,D2018,Kolmiot,33960
Suuppa,"2 mh, oh, k, kp...",kt,"70,50",237000,3362,2011,3/5,on,hyvä,oma,E2013,Kolmiot,33960
Suuppa,3h+k+kph/wc+vh+p,kt,"79,00",137000,1734,1974,2/4,ei,,oma,D2018,Kolmiot,33960
Kyösti,"3h, kk, s",rt,"75,00",149000,1987,1973,1/1,ei,tyyd.,oma,,Kolmiot,33960
Takamaa,"2h, kk, kph, s,...",rt,"69,00",175000,2536,2001,1/2,ei,,oma,F2013,Kolmiot,33960
Kurikka,3h+k+et+kph+s+v...,rt,"73,00",278000,3808,2017,1/1,ei,hyvä,vuokra,C2013,Kolmiot,33960
Kyösti,3h+k+s,rt,"79,50",189000,2377,1985,1/1,ei,hyvä,oma,E2018,Kolmiot,33960
Kurikka,"3h, k, kph / s,...",rt,"75,00",240000,3200,2003,,ei,hyvä,oma,G2013,Kolmiot,33960
Solja,"3h, kt, khh, s",kt,"73,50",289500,3939,2024,2/5,on,hyvä,vuokra,B2018,Kolmiot,33960
Keskusta,3h + kt + s + k...,kt,"64,50",286880,4448,2023,9/16,on,hyvä,oma,B2018,Kolmiot,33960
Keskusta,3h+kt+s+vh+lasi...,kt,"64,50",280875,4355,2023,8/16,on,hyvä,oma,B2018,Kolmiot,33960
Solja,"3h, k, s",kt,"53,50",220000,4112,2019,2/5,on,hyvä,oma,B2018,Kolmiot,33960
Keskusta,3h+kt+lasitettu...,kt,"54,50",226012,4147,2023,8/16,on,hyvä,oma,B2018,Kolmiot,33960
Kurikka,"3h, k, vh, khh,...",rt,"80,00",275000,3438,2003,1/1,ei,hyvä,oma,D2018,Kolmiot,33960
Haikka,"3h, k, tkh, s,...",rt,"85,00",235000,2765,1988,2/2,ei,hyvä,oma,E2018,Kolmiot,33960
Takamaa,3h+k+kph/s/khh+...,rt,"77,00",250000,3247,2009,1/1,ei,,vuokra,D2013,Kolmiot,33960
Kyösti,"4-5 h,k,kph,s,w...",rt,"97,00",193000,1990,1974,-1/2,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,33960
Kurikka,"4h,k,s,kph,2xwc...",kt,"87,50",290000,3314,2008,4/4,on,hyvä,oma,E2013,Neljä huonetta tai enemmän,33960
Rantaniitty,"4h, k, kph/wc, ...",rt,"135,00",368000,2726,2013,-1/1,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,33960
Takamaa,"4h, k, kph, s, ...",rt,"91,50",294000,3213,2007,1/1,ei,hyvä,vuokra,D2013,Neljä huonetta tai enemmän,33960
Kyösti,4h + k + s + ta...,rt,"97,00",204000,2103,1974,1/2,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,33960
Haikka,"3h, k, tkh, s,...",rt,"85,00",231500,2724,1988,2/2,ei,hyvä,oma,E2018,Neljä huonetta tai enemmän,33960
Keskusta,4h+kt+wc+s+vh+k...,kt,"82,00",374200,4563,2023,8/16,on,hyvä,oma,B2018,Neljä huonetta tai enemmän,33960
Naistenmatka,"4h,k,s",rt,"99,00",180000,1818,1980,1/1,ei,,oma,D2013,Neljä huonetta tai enemmän,33960
Solja,"4h, k, kph x 2,...",rt,"88,50",307400,3473,2019,-1/2,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,33960
Naistenmatka,"4h, k, s",rt,"99,00",207000,2091,1980,1/1,ei,hyvä,oma,D2013,Neljä huonetta tai enemmän,33960
Suuppa,4h + kt + wc + ...,kt,"82,00",355926,4341,2023,9/16,on,hyvä,oma,B2018,Neljä huonetta tai enemmän,33960
Kurikka,"4h, k, kph, s, ...",rt,"124,50",365000,2932,2003,2/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,33960
Kyösti,"4h, k, sauna/kp...",rt,"97,00",207000,2134,1974,-1/2,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,33960
Kurikka,"5h, k, rt, s, k...",rt,"110,00",355000,3227,2003,1/1,ei,hyvä,oma,E2013,Neljä huonetta tai enemmän,33960
,"4h, k, aula, 2 ...",ok,"123,00",390000,3171,2016,-1/2,ei,hyvä,oma,C2013,Neljä huonetta tai enemmän,33960
,"4h,k,s,at",ok,"103,00",210000,2039,1970,,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,33960
,"4h, k, psh, s, ...",ok,"104,00",310000,2981,1982,-1/1,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,33960
,4h+k+ph+s+2 wc ...,ok,"100,00",200000,2000,1953,1/3,ei,tyyd.,oma,,Neljä huonetta tai enemmän,33960
,"Oh, 3-4mh, k, r...",ok,"153,00",360000,2353,1985,-1/1,ei,hyvä,oma,E2018,Neljä huonetta tai enemmän,33960
,"5 h,k,kph,s,khh...",ok,"153,00",515000,3366,2006,-1/2,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,33960
,"5 h, k, wc, ph,...",ok,"119,00",185000,1555,1975,1/1,ei,tyyd.,oma,D2018,Neljä huonetta tai enemmän,33960
,"5h, k, s, psh, ...",ok,"136,00",430000,3162,2007,,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,33960
Keskusta,"1h,kk,kph/wc",rt,"30,00",12000,400,1972,,ei,,oma,,Yksiöt,34800
Keskusta,"1h,kk,kph/wc",kt,"37,00",8000,216,1966,1/2,ei,,oma,,Yksiöt,34800
Keskusta,"1h,kk,s,",rt,"36,00",12000,333,1976,,ei,,oma,,Yksiöt,34800
Keskusta,2h+k+s,rt,"60,00",14500,242,1976,,ei,,oma,,Kaksiot,34800
Keskusta,"2h,k,s,kph/wc",kt,"55,00",25000,455,1983,,ei,,oma,F2013,Kaksiot,34800
Keskusta,"2h,k,s",rt,"53,00",20000,377,1975,,ei,,oma,,Kaksiot,34800
Keituri,"3h,k,s",rt,"80,00",65000,813,1983,1/1,ei,,oma,,Kolmiot,34800
Keskusta,"2h,k,kph/wc,s,p",kt,"60,00",40000,667,1990,2/3,ei,,oma,,Kolmiot,34800
,"3h, k, wc",ok,"70,00",13000,186,1930,,ei,,oma,,Kolmiot,34800
Keskusta,"4h,k,s",kt,"83,00",84000,1012,1999,3/4,on,,oma,,Neljä huonetta tai enemmän,34800
Keskusta,"4h,k,s",rt,"99,00",70000,707,1979,,ei,,oma,,Neljä huonetta tai enemmän,34800
,"5h,k,wc,kph,sau...",ok,"180,00",10000,56,1965,,ei,,oma,,Neljä huonetta tai enemmän,34800
,"4h,k,s,wc",ok,"120,00",22000,183,1956,,ei,,oma,,Neljä huonetta tai enemmän,34800
Keskusta,halli,kt,"15,00",9550,637,2023,,on,hyvä,vuokra,B2018,Yksiöt,36200
Keskusta,1h+kt+kh,kt,"26,00",117450,4517,2023,4/5,on,hyvä,vuokra,B2018,Yksiöt,36200
Keskusta,1h+kk+alkovi+s+...,kt,"35,50",80000,2254,2004,1/4,ei,hyvä,oma,E2018,Yksiöt,36200
Tarpila,"1h, alkovi, kk,...",kt,"43,50",120000,2759,2012,2/4,on,hyvä,oma,C2018,Yksiöt,36200
Keskusta,halli,kt,"15,00",16000,1067,2023,,on,hyvä,vuokra,B2018,Yksiöt,36200
Keskusta,1h+kt+kh,kt,"24,00",113750,4740,2023,5/5,on,hyvä,vuokra,B2018,Yksiöt,36200
Mäyrävuori,2h+k+s+ak,rt,"60,00",80000,1333,1979,1/1,ei,,oma,C2018,Kaksiot,36200
Keskusta,2h+kk+s,kt,"50,00",135000,2700,1999,2/4,on,hyvä,oma,D2018,Kaksiot,36200
Mäntyveräjä,"2h,k,kph/wc,vh,...",kt,"54,50",70000,1284,1968,3/3,ei,hyvä,oma,D2018,Kaksiot,36200
Harjunsalo,"2h,kk,ph/wc, s,...",kt,"46,50",142000,3054,2017,1/7,on,hyvä,oma,C2013,Kaksiot,36200
Keskusta,2h + k + p,kt,"55,00",51000,927,1975,1/2,ei,tyyd.,oma,E2018,Kaksiot,36200
Keskusta,"2h,k,wc,kph,s,l...",kt,"63,00",120000,1905,1985,2/2,ei,hyvä,oma,D2018,Kaksiot,36200
Keskusta,"2h, k, kph, s, ...",kt,"66,50",154000,2316,2003,3/4,on,hyvä,oma,E2018,Kaksiot,36200
Keskusta,"2h,k,vh,kph,s,l...",kt,"51,00",144000,2824,2004,2/4,on,hyvä,oma,E2018,Kaksiot,36200
Ranta-koivisto,"2h,k,kph,s",rt,"52,00",164000,3154,2013,1/1,ei,hyvä,oma,B2018,Kaksiot,36200
Keskusta,"2h, k, kph, s, ...",kt,"64,00",163000,2547,2001,3/4,on,,oma,F2018,Kaksiot,36200
Tursola,"2h, k, kph, vh,...",rt,"62,00",55000,887,1974,1/1,ei,hyvä,oma,D2018,Kaksiot,36200
Pikkola,"2h, k, kph, p",kt,"57,00",63000,1105,1980,2/2,ei,tyyd.,oma,F2013,Kaksiot,36200
Mäyrävuori,"2h, k, wc, kph, s",rt,"61,00",76000,1246,1982,1/1,ei,tyyd.,oma,F2018,Kaksiot,36200
Keskusta,Oh-keittiö...,kt,"61,00",285000,4672,2021,1/2,on,hyvä,oma,B2018,Kaksiot,36200
Keskusta,"2h, k, vh, kph,...",kt,"49,00",128000,2612,1987,2/3,on,hyvä,oma,D2018,Kaksiot,36200
Keskusta,2h + kk,kt,"40,00",110000,2750,2007,3/4,on,,oma,,Kaksiot,36200
Keskusta,"2h, k, s/kph/wc...",kt,"56,00",127000,2268,1985,2/2,ei,hyvä,oma,E2018,Kaksiot,36200
Pikonkangas,"oh, mh, k, kph",kt,"47,00",150000,3191,2020,2/4,on,hyvä,oma,B2018,Kaksiot,36200
Keskusta,"2h, kk, kph, wc...",kt,"47,50",108000,2274,1990,1/3,on,hyvä,oma,D2018,Kaksiot,36200
Keskusta,"2h,k,s",kt,"47,00",95000,2021,1990,2/4,on,,oma,D2018,Kaksiot,36200
Pikkola,"2h, k, kph, s, ...",rt,"63,00",70000,1111,1975,1/1,ei,hyvä,oma,F2018,Kaksiot,36200
Vesaniemi,3h+k+kph+s+vh+t...,rt,"71,50",173500,2427,1977,1/1,ei,hyvä,oma,D2018,Kolmiot,36200
Keskusta,3h+k+s,kt,"65,50",216000,3298,2019,2/6,on,hyvä,oma,C2013,Kolmiot,36200
Tursola,"3h, k, khh/kph/...",rt,"81,00",223000,2753,2013,1/1,ei,hyvä,oma,C2018,Kolmiot,36200
Tursola,"3h, k, khh/kph/...",rt,"81,00",223000,2753,2013,1/1,ei,hyvä,oma,C2018,Kolmiot,36200
